jurisdiction,year,population,murder,rape,robbery,agg_assault,b_e,larceny_theft,m_v_theft,grand_total,violent_crime_total,violent_crime_percent,property_crime_totals,property_crime_percent,overall_crime_rate_per_100_000_people,violent_crime_rate_per_100_000_people,property_crime_rate_per_100_000_people,murder_per_100_000_people,rape_per_100_000_people,robbery_per_100_000_people,agg_assault_per_100_000_people,b_e_per_100_000_people,larceny_theft_per_100_000_people,m_v_theft_per_100_000_people,percent_change,violent_crime_percent_change,property_crime_percent_change,overall_percent_change_per_100_000_people,violent_crime_rate_percent_change_per_100_000_people,property_crime_rate_percent_change_per_100_000_people,murder_rate_percent_change_per_100_000_people,rape_rate_percent_change_per_100_000_people,robbery_rate_percent_change_per_100_000_people,agg_assault_rate_percent_change_per_100_000_people,b_e_rate_percent_change_per_100_000_people,larceny_theft_rate_percent_change_per_100_000_people,m_v_theft_rate_percent_change_per_100_000_people
Harford County,1977,140650,2,43,115,388,1575,3427,241,5791,548,9.500,5243,90.500,4117.3,389.6,3727.7,1.4,30.6,81.8,275.9,1119.8,2436.5,171.3,0.200,17.600,-1.400,-2.600,14.400,-4.100,-2.700,13.00,43.400,8.100,2.300,-6.800,-3.100
Harford County,1978,146556,3,23,102,344,1651,3284,303,5710,472,8.300,5238,91.700,3896.1,322.1,3574.1,2.0,15.7,69.6,234.7,1126.5,2240.8,206.7,-1.400,-13.900,-0.100,-5.400,-17.300,-4.100,44.00,-48.700,-14.900,-14.900,0.600,-8.00,20.700
Harford County,1979,146422,8,27,129,309,1731,3235,353,5792,473,8.200,5319,91.800,3955.7,323.0,3632.7,5.5,18.4,88.1,211.0,1182.2,2209.4,241.1,1.400,0.200,1.500,1.500,0.300,1.600,166.900,17.500,26.600,-10.100,4.900,-1.400,16.600
Harford County,1980,144340,3,26,109,336,1989,3374,282,6119,474,7.700,5645,92.300,4239.3,328.4,3910.9,2.1,18.0,75.5,232.8,1378.0,2337.5,195.4,5.600,0.200,6.100,7.200,1.700,7.700,-62.00,-2.300,-14.300,10.300,16.600,5.800,-19.00
Harford County,1981,146708,6,32,138,307,1837,3326,241,5887,483,8.200,5404,91.800,4012.7,329.2,3683.5,4.1,21.8,94.1,209.3,1252.1,2267.1,164.3,-3.800,1.900,-4.300,-5.300,0.300,-5.800,96.800,21.100,24.600,-10.100,-9.100,-3.00,-15.900
Harford County,1982,146846,6,22,100,320,1332,3173,226,5179,448,8.700,4731,91.300,3526.8,305.1,3221.7,4.1,15.0,68.1,217.9,907.1,2160.8,153.9,-12.00,-7.200,-12.500,-12.100,-7.300,-12.500,-0.100,-31.300,-27.600,4.100,-27.600,-4.700,-6.300
Harford County,1983,148188,7,23,100,215,1067,2650,230,4292,345,8.00,3947,92.00,2896.3,232.8,2663.5,4.7,15.5,67.5,145.1,720.0,1788.3,155.2,-17.100,-23.00,-16.600,-17.900,-23.700,-17.300,15.600,3.600,-0.900,-33.400,-20.600,-17.200,0.800
Harford County,1984,151550,2,22,77,312,1155,2605,236,4409,413,9.400,3996,90.600,2909.3,272.5,2636.8,1.3,14.5,50.8,205.9,762.1,1718.9,155.7,2.700,19.700,1.200,0.400,17.100,-1.00,-72.100,-6.500,-24.700,41.900,5.800,-3.900,0.300
Harford County,1985,152381,2,47,73,425,1314,2627,294,4782,547,11.400,4235,88.600,3138.2,359.0,2779.2,1.3,30.8,47.9,278.9,862.3,1724.0,192.9,8.500,32.400,6.00,7.900,31.700,5.400,-0.500,112.500,-5.700,35.500,13.100,0.300,23.900
Harford County,1986,154882,5,53,77,542,1226,3120,403,5426,677,12.500,4749,87.500,3503.3,437.1,3066.2,3.2,34.2,49.7,349.9,791.6,2014.4,260.2,13.500,23.800,12.100,11.600,21.800,10.300,146.00,10.900,3.800,25.500,-8.200,16.800,34.900
Harford County,1987,160945,9,35,115,533,1283,3265,380,5620,692,12.300,4928,87.700,3491.9,430.0,3061.9,5.6,21.7,71.5,331.2,797.2,2028.6,236.1,3.600,2.200,3.800,-0.300,-1.600,-0.100,73.200,-36.400,43.700,-5.400,0.700,0.700,-9.300
Harford County,1988,167646,10,30,120,565,1419,3373,358,5875,725,12.300,5150,87.700,3504.4,432.5,3071.9,6.0,17.9,71.6,337.0,846.4,2012.0,213.5,4.500,4.800,4.500,0.400,0.600,0.300,6.700,-17.700,0.200,1.800,6.200,-0.800,-9.600
Harford County,1989,173062,11,38,105,416,1422,3225,317,5534,570,10.300,4964,89.700,3197.7,329.4,2868.3,6.4,22.0,60.7,240.4,821.7,1863.5,183.2,-5.800,-21.400,-3.600,-8.800,-23.800,-6.600,6.600,22.700,-15.200,-28.700,-2.900,-7.400,-14.200
Harford County,1990,182132,6,45,107,431,1503,3321,338,5751,589,10.200,5162,89.800,3157.6,323.4,2834.2,3.3,24.7,58.7,236.6,825.2,1823.4,185.6,3.900,3.300,4.00,-1.300,-1.800,-1.200,-48.200,12.500,-3.200,-1.600,0.400,-2.200,1.300
Harford County,1991,185120,3,53,110,485,1580,4061,430,6722,651,9.700,6071,90.300,3631.2,351.7,3279.5,1.6,28.6,59.4,262.0,853.5,2193.7,232.3,16.900,10.500,17.600,15.00,8.700,15.700,-50.800,15.900,1.100,10.700,3.400,20.300,25.200
Harford County,1992,186946,6,45,116,436,1435,3666,349,6053,603,10.0,5450,90.0,3237.8,322.6,2915.3,3.2,24.1,62.1,233.2,767.6,1961.0,186.7,-10.0,-7.400,-10.200,-10.800,-8.300,-11.100,98.00,-15.900,4.400,-11.00,-10.100,-10.600,-19.600
Harford County,1993,197399,0,58,84,397,1315,3500,326,5680,539,9.500,5141,90.500,2877.4,273.1,2604.4,0.0,29.4,42.6,201.1,666.2,1773.1,165.1,-6.200,-10.600,-5.700,-11.100,-15.300,-10.700,-100.0,22.100,-31.400,-13.800,-13.200,-9.600,-11.500
Harford County,1994,199021,6,34,123,418,1207,3678,403,5869,581,9.900,5288,90.100,2948.9,291.9,2657.0,3.0,17.1,61.8,210.0,606.5,1848.0,202.5,3.300,7.800,2.900,2.500,6.900,2.00,301.500,-41.900,45.200,4.400,-9.00,4.200,22.600
Harford County,1995,203438,5,64,151,418,1145,3851,345,5979,638,10.700,5341,89.300,2939.0,313.6,2625.4,2.5,31.5,74.2,205.5,562.8,1893.0,169.6,1.900,9.800,1.00,-0.300,7.400,-1.200,-18.500,84.100,20.100,-2.200,-7.200,2.400,-16.300
Harford County,1996,204646,6,51,134,363,1317,3946,399,6216,554,8.900,5662,91.100,3037.4,270.7,2766.7,2.9,24.9,65.5,177.4,643.6,1928.2,195.0,4.00,-13.200,6.00,3.400,-13.700,5.400,19.300,-20.800,-11.800,-13.700,14.300,1.900,15.00
Harford County,1997,205533,3,52,171,427,1182,3818,336,5989,653,10.900,5336,89.100,2913.9,317.7,2596.2,1.5,25.3,83.2,207.8,575.1,1857.6,163.5,-3.700,17.900,-5.800,-4.100,17.400,-6.200,-50.200,1.500,27.100,17.100,-10.600,-3.700,-16.200
Harford County,1998,214271,9,24,147,358,936,3668,403,5545,538,9.700,5007,90.300,2587.8,251.1,2336.8,4.2,11.2,68.6,167.1,436.8,1711.9,188.1,-7.400,-17.600,-6.200,-11.200,-21.00,-10.0,187.800,-55.700,-17.500,-19.600,-24.00,-7.800,15.00
Harford County,1999,216208,6,34,146,377,936,3582,359,5440,563,10.300,4877,89.700,2516.1,260.4,2255.7,2.8,15.7,67.5,174.4,432.9,1656.7,166.0,-1.900,4.600,-2.600,-2.800,3.700,-3.500,-33.900,40.400,-1.600,4.400,-0.900,-3.200,-11.700
Harford County,2000,218590,4,31,167,419,921,3590,358,5490,621,11.300,4869,88.700,2511.6,284.1,2227.5,1.8,14.2,76.4,191.7,421.3,1642.3,163.8,0.900,10.300,-0.200,-0.200,9.100,-1.300,-34.100,-9.800,13.100,9.900,-2.700,-0.900,-1.400
Harford County,2001,221837,2,31,191,453,1274,4005,414,6370,677,10.600,5693,89.400,2871.5,305.2,2566.3,0.9,14.0,86.1,204.2,574.3,1805.4,186.6,16.00,9.00,16.900,14.300,7.400,15.200,-50.700,-1.500,12.700,6.500,36.300,9.900,13.900
Harford County,2002,225262,5,45,237,554,1150,4477,438,6906,841,12.200,6065,87.800,3065.8,373.3,2692.4,2.2,20.0,105.2,245.9,510.5,1987.5,194.4,8.400,24.200,6.500,6.800,22.300,4.900,146.200,43.00,22.200,20.400,-11.100,10.100,4.200
Harford County,2003,229831,5,46,248,657,1082,3857,330,6225,956,15.400,5269,84.600,2708.5,416.0,2292.6,2.2,20.0,107.9,285.9,470.8,1678.2,143.6,-9.900,13.700,-13.100,-11.700,11.400,-14.900,-2.00,0.200,2.600,16.200,-7.800,-15.600,-26.200
Harford County,2004,234246,3,45,214,623,1112,3836,413,6246,885,14.200,5361,85.800,2666.4,377.8,2288.6,1.3,19.2,91.4,266.0,474.7,1637.6,176.3,0.300,-7.400,1.700,-1.600,-9.200,-0.200,-41.100,-4.00,-15.300,-7.00,0.800,-2.400,22.800
Harford County,2005,237388,2,30,193,620,961,3591,359,5756,845,14.700,4911,85.300,2424.7,356.0,2068.8,0.8,12.6,81.3,261.2,404.8,1512.7,151.2,-7.800,-4.500,-8.400,-9.100,-5.800,-9.600,-34.200,-34.200,-11.00,-1.800,-14.700,-7.600,-14.200
Harford County,2006,239914,9,36,202,579,990,3332,437,5585,826,14.800,4759,85.200,2327.9,344.3,1983.6,3.8,15.0,84.2,241.3,412.6,1388.8,182.1,-3.00,-2.200,-3.100,-4.00,-3.300,-4.100,345.300,18.700,3.600,-7.600,1.900,-8.200,20.400
Harford County,2007,242818,8,50,212,663,1097,3453,467,5950,933,15.700,5017,84.300,2450.4,384.2,2066.2,3.3,20.6,87.3,273.0,451.8,1422.1,192.3,6.500,13.00,5.400,5.300,11.600,4.200,-12.200,37.200,3.700,13.100,9.500,2.400,5.600
Harford County,2008,240963,6,66,245,562,1155,3663,403,6100,879,14.400,5221,85.600,2531.5,364.8,2166.7,2.5,27.4,101.7,233.2,479.3,1520.2,167.2,2.500,-5.800,4.100,3.300,-5.100,4.900,-24.400,33.00,16.500,-14.600,6.100,6.900,-13.00
Harford County,2009,243988,4,60,228,592,809,3482,251,5426,884,16.300,4542,83.700,2223.9,362.3,1861.6,1.6,24.6,93.4,242.6,331.6,1427.1,102.9,-11.00,0.600,-13.00,-12.200,-0.700,-14.100,-34.200,-10.200,-8.100,4.00,-30.800,-6.100,-38.500
Harford County,2010,246347,6,63,196,588,889,3377,236,5355,853,15.900,4502,84.100,2173.8,346.3,1827.5,2.4,25.6,79.6,238.7,360.9,1370.8,95.8,-1.300,-3.500,-0.900,-2.300,-4.400,-1.800,48.600,4.00,-14.900,-1.600,8.800,-3.900,-6.900
Harford County,2011,247147,5,39,148,451,779,2965,207,4594,643,14.00,3951,86.00,1858.8,260.2,1598.6,2.0,15.8,59.9,182.5,315.2,1199.7,83.8,-14.200,-24.600,-12.200,-14.500,-24.900,-12.500,-16.900,-38.300,-24.700,-23.500,-12.700,-12.500,-12.600
Harford County,2012,248869,3,54,156,484,1019,2806,206,4728,697,14.700,4031,85.300,1899.8,280.1,1619.7,1.2,21.7,62.7,194.5,409.5,1127.5,82.8,2.900,8.400,2.00,2.200,7.600,1.300,-40.400,37.500,4.700,6.600,29.900,-6.00,-1.200
Harford County,2013,250244,5,69,178,410,845,3087,131,4725,662,14.00,4063,86.00,1888.2,264.5,1623.6,2.0,27.6,71.1,163.8,337.7,1233.6,52.3,-0.100,-5.00,0.800,-0.600,-5.500,0.200,65.800,27.100,13.500,-15.800,-17.500,9.400,-36.800
Harford County,2014,250706,6,64,165,376,674,2875,106,4266,611,14.300,3655,85.700,1701.6,243.7,1457.9,2.4,25.5,65.8,150.0,268.8,1146.8,42.3,-9.700,-7.700,-10.0,-9.900,-7.900,-10.200,19.800,-7.400,-7.500,-8.500,-20.400,-7.00,-19.200
Harford County,2015,250575,7,43,165,383,633,2408,108,3747,598,16.00,3149,84.00,1495.4,238.7,1256.7,2.8,17.2,65.8,152.8,252.6,961.0,43.1,-12.200,-2.100,-13.800,-12.100,-2.100,-13.800,16.700,-32.800,0.100,1.900,-6.00,-16.200,1.900
Harford County,2016,249859,9,42,121,380,569,2813,90,4024,552,13.700,3472,86.300,1610.5,220.9,1389.6,3.6,16.8,48.4,152.1,227.7,1125.8,36.0,7.400,-7.700,10.300,7.700,-7.400,10.600,28.900,-2.00,-26.500,-0.500,-9.900,17.200,-16.400
Harford County,2017,251859,10,53,133,342,477,2290,84,3389,538,15.900,2851,84.100,1345.6,213.6,1132.0,4.0,21.0,52.8,135.8,189.4,909.2,33.4,-15.800,-2.500,-17.900,-16.400,-3.300,-18.500,10.200,25.200,9.00,-10.700,-16.800,-19.200,-7.400
Harford County,2018,251139,9,71,108,368,390,2299,143,3388,556,16.400,2832,83.600,1349.1,221.4,1127.7,3.6,28.3,43.0,146.5,155.3,915.4,56.9,0.0,3.300,-0.700,0.300,3.600,-0.400,-9.700,34.300,-18.600,7.900,-18.00,0.700,70.700
Harford County,2019,253798,7,49,90,327,346,1987,116,2922,473,16.200,2449,83.800,1151.3,186.4,964.9,2.8,19.3,35.5,128.8,136.3,782.9,45.7,-13.800,-14.900,-13.500,-14.700,-15.800,-14.400,-23.00,-31.700,-17.500,-12.100,-12.200,-14.500,-19.700
Harford County,2020,255760,5,34,61,311,234,1441,131,2217,411,18.500,1806,81.500,866.8,160.7,706.1,2.0,13.3,23.9,121.6,91.5,563.4,51.2,-24.100,-13.100,-26.300,-24.700,-13.800,-26.800,-29.100,-31.100,-32.700,-5.600,-32.900,-28.00,12.100
Howard County,1975,95370,6,40,114,267,1343,3161,440,5371,427,8.00,4944,92.00,5631.8,447.7,5184.0,6.3,41.9,119.5,280.0,1408.2,3314.5,461.4,,,,,,,,,,,,,
Howard County,1976,97877,3,42,80,272,1037,3282,385,5101,397,7.800,4704,92.200,5211.6,405.6,4806.0,3.1,42.9,81.7,277.9,1059.5,3353.2,393.4,-5.00,-7.00,-4.900,-7.500,-9.400,-7.300,-51.300,2.300,-31.600,-0.700,-24.800,1.200,-14.700
Howard County,1977,103425,3,41,114,340,1072,3087,462,5119,498,9.700,4621,90.300,4949.5,481.5,4468.0,2.9,39.6,110.2,328.7,1036.5,2984.8,446.7,0.400,25.400,-1.800,-5.00,18.700,-7.00,-5.400,-7.600,34.900,18.300,-2.200,-11.00,13.600
Howard County,1978,117027,1,30,102,395,1167,3565,399,5659,528,9.300,5131,90.700,4835.6,451.2,4384.5,0.9,25.6,87.2,337.5,997.2,3046.3,340.9,10.500,6.00,11.00,-2.300,-6.300,-1.900,-70.500,-35.300,-20.900,2.700,-3.800,2.100,-23.700
Howard County,1979,116777,3,35,84,648,1423,3633,395,6221,770,12.400,5451,87.600,5327.2,659.4,4667.9,2.6,30.0,71.9,554.9,1218.6,3111.1,338.3,9.900,45.800,6.200,10.200,46.100,6.500,200.600,16.900,-17.500,64.400,22.200,2.100,-0.800
Howard County,1980,118443,5,34,80,460,1826,4196,385,6986,579,8.300,6407,91.700,5898.2,488.8,5409.4,4.2,28.7,67.5,388.4,1541.7,3542.6,325.1,12.300,-24.800,17.500,10.700,-25.900,15.900,64.300,-4.200,-6.100,-30.0,26.500,13.900,-3.900
Howard County,1981,120387,5,34,103,314,1677,3933,415,6481,456,7.00,6025,93.00,5383.5,378.8,5004.7,4.2,28.2,85.6,260.8,1393.0,3267.0,344.7,-7.200,-21.200,-6.00,-8.700,-22.500,-7.500,-1.600,-1.600,26.700,-32.800,-9.600,-7.800,6.100
Howard County,1982,120500,7,35,102,288,1295,3931,421,6079,432,7.100,5647,92.900,5044.8,358.5,4686.3,5.8,29.0,84.6,239.0,1074.7,3262.2,349.4,-6.200,-5.300,-6.300,-6.300,-5.400,-6.400,39.900,2.800,-1.100,-8.400,-22.900,-0.100,1.400
Howard County,1983,121601,1,21,110,269,1262,3749,332,5744,401,7.00,5343,93.00,4723.6,329.8,4393.9,0.8,17.3,90.5,221.2,1037.8,3083.0,273.0,-5.500,-7.200,-5.400,-6.400,-8.00,-6.200,-85.800,-40.500,6.900,-7.400,-3.400,-5.500,-21.900
Howard County,1984,129114,7,30,106,236,1448,4345,437,6609,379,5.700,6230,94.300,5118.7,293.5,4825.2,5.4,23.2,82.1,182.8,1121.5,3365.2,338.5,15.100,-5.500,16.600,8.400,-11.00,9.800,559.300,34.500,-9.200,-17.400,8.100,9.200,24.00
Howard County,1985,137032,5,43,127,345,1502,4752,453,7227,520,7.200,6707,92.800,5274.0,379.5,4894.5,3.6,31.4,92.7,251.8,1096.1,3467.8,330.6,9.400,37.200,7.700,3.00,29.300,1.400,-32.700,35.100,12.900,37.700,-2.300,3.00,-2.300
Howard County,1986,139251,3,36,117,340,1736,5178,676,8086,496,6.100,7590,93.900,5806.8,356.2,5450.6,2.2,25.9,84.0,244.2,1246.7,3718.5,485.5,11.900,-4.600,13.200,10.100,-6.100,11.400,-41.00,-17.600,-9.300,-3.00,13.700,7.200,46.800
Howard County,1987,153629,6,40,104,280,1590,5147,823,7990,430,5.400,7560,94.600,5200.8,279.9,4920.9,3.9,26.0,67.7,182.3,1035.0,3350.3,535.7,-1.200,-13.300,-0.400,-10.400,-21.400,-9.700,81.300,0.700,-19.400,-25.400,-17.00,-9.900,10.400
Howard County,1988,160989,2,48,113,357,1725,5121,799,8165,520,6.400,7645,93.600,5071.8,323.0,4748.8,1.2,29.8,70.2,221.8,1071.5,3181.0,496.3,2.200,20.900,1.100,-2.500,15.400,-3.500,-68.200,14.500,3.700,21.700,3.500,-5.100,-7.400
Howard County,1989,165546,10,28,167,364,1691,5117,930,8307,569,6.800,7738,93.200,5017.9,343.7,4674.2,6.0,16.9,100.9,219.9,1021.5,3091.0,561.8,1.700,9.400,1.200,-1.100,6.400,-1.600,386.200,-43.300,43.700,-0.800,-4.700,-2.800,13.200
Howard County,1990,187328,7,50,99,433,1802,4899,997,8287,589,7.100,7698,92.900,4423.8,314.4,4109.4,3.7,26.7,52.8,231.1,961.9,2615.2,532.2,-0.200,3.500,-0.500,-11.800,-8.500,-12.100,-38.100,57.800,-47.600,5.100,-5.800,-15.400,-5.300
Howard County,1991,190403,8,44,151,417,1665,5667,1105,9057,620,6.800,8437,93.200,4756.8,325.6,4431.1,4.2,23.1,79.3,219.0,874.5,2976.3,580.3,9.300,5.300,9.600,7.500,3.600,7.800,12.400,-13.400,50.100,-5.300,-9.100,13.800,9.00
Howard County,1992,192284,6,43,135,404,1673,5545,935,8741,588,6.700,8153,93.300,4545.9,305.8,4240.1,3.1,22.4,70.2,210.1,870.1,2883.8,486.3,-3.500,-5.200,-3.400,-4.400,-6.100,-4.300,-25.700,-3.200,-11.500,-4.100,-0.500,-3.100,-16.200
Howard County,1993,201881,5,26,130,348,1490,5350,1083,8432,509,6.00,7923,94.00,4176.7,252.1,3924.6,2.5,12.9,64.4,172.4,738.1,2650.1,536.5,-3.500,-13.400,-2.800,-8.100,-17.600,-7.400,-20.600,-42.400,-8.300,-18.00,-15.200,-8.100,10.300
Howard County,1994,203542,4,31,149,403,1248,5868,1157,8860,587,6.600,8273,93.400,4352.9,288.4,4064.5,2.0,15.2,73.2,198.0,613.1,2882.9,568.4,5.100,15.300,4.400,4.200,14.400,3.600,-20.700,18.300,13.700,14.900,-16.900,8.800,6.00
Howard County,1995,214511,3,33,213,382,1431,6148,844,9054,631,7.00,8423,93.00,4220.8,294.2,3926.6,1.4,15.4,99.3,178.1,667.1,2866.1,393.5,2.200,7.500,1.800,-3.00,2.00,-3.400,-28.800,1.00,35.600,-10.100,8.800,-0.600,-30.800
Howard County,1996,215787,5,34,251,343,1280,6345,787,9045,633,7.00,8412,93.00,4191.6,293.3,3898.3,2.3,15.8,116.3,159.0,593.2,2940.4,364.7,-0.100,0.300,-0.100,-0.700,-0.300,-0.700,65.700,2.400,17.100,-10.700,-11.100,2.600,-7.300
Howard County,1997,216723,1,33,222,298,1497,6479,753,9283,554,6.00,8729,94.00,4283.3,255.6,4027.7,0.5,15.2,102.4,137.5,690.7,2989.5,347.4,2.600,-12.500,3.800,2.200,-12.900,3.300,-80.100,-3.400,-11.900,-13.500,16.400,1.700,-4.700
Howard County,1998,230639,6,41,187,207,1213,5457,612,7723,441,5.700,7282,94.300,3348.5,191.2,3157.3,2.6,17.8,81.1,89.8,525.9,2366.0,265.3,-16.800,-20.400,-16.600,-21.800,-25.200,-21.600,463.800,16.700,-20.800,-34.700,-23.900,-20.900,-23.600
Howard County,1999,238083,6,29,240,215,1317,5261,704,7772,490,6.300,7282,93.700,3264.4,205.8,3058.6,2.5,12.2,100.8,90.3,553.2,2209.7,295.7,0.600,11.100,0.0,-2.500,7.600,-3.100,-3.100,-31.500,24.300,0.600,5.200,-6.600,11.400
Howard County,2000,247842,7,37,166,293,1271,5574,486,7834,503,6.400,7331,93.600,3160.9,203.0,2957.9,2.8,14.9,67.0,118.2,512.8,2249.0,196.1,0.800,2.700,0.700,-3.200,-1.400,-3.300,12.100,22.600,-33.600,30.900,-7.300,1.800,-33.700
Howard County,2001,251523,5,34,199,277,1584,5757,588,8444,515,6.100,7929,93.900,3357.1,204.8,3152.4,2.0,13.5,79.1,110.1,629.8,2288.9,233.8,7.800,2.400,8.200,6.200,0.900,6.600,-29.600,-9.500,18.100,-6.800,22.800,1.800,19.200
Howard County,2002,255406,7,38,218,210,1294,5469,619,7855,473,6.00,7382,94.00,3075.5,185.2,2890.3,2.7,14.9,85.4,82.2,506.6,2141.3,242.4,-7.00,-8.200,-6.900,-8.400,-9.600,-8.300,37.900,10.100,7.900,-25.300,-19.600,-6.400,3.700
Howard County,2003,262537,7,46,225,271,1158,5148,682,7537,549,7.300,6988,92.700,2870.8,209.1,2661.7,2.7,17.5,85.7,103.2,441.1,1960.9,259.8,-4.00,16.100,-5.300,-6.700,12.900,-7.900,-2.700,17.800,0.400,25.500,-12.900,-8.400,7.200
Howard County,2004,266623,1,40,224,344,1167,5091,598,7465,609,8.200,6856,91.800,2799.8,228.4,2571.4,0.4,15.0,84.0,129.0,437.7,1909.4,224.3,-1.00,10.900,-1.900,-2.500,9.200,-3.400,-85.900,-14.400,-2.00,25.00,-0.800,-2.600,-13.700
Howard County,2005,268769,4,42,263,306,1225,5409,544,7793,615,7.900,7178,92.100,2899.5,228.8,2670.7,1.5,15.6,97.9,113.9,455.8,2012.5,202.4,4.400,1.00,4.700,3.600,0.200,3.900,296.800,4.200,16.500,-11.800,4.100,5.400,-9.800
Howard County,2006,270195,5,42,279,298,1324,5180,656,7784,624,8.00,7160,92.00,2880.9,230.9,2649.9,1.9,15.5,103.3,110.3,490.0,1917.1,242.8,-0.100,1.500,-0.300,-0.600,0.900,-0.800,24.300,-0.500,5.500,-3.100,7.500,-4.700,20.0
Howard County,2007,273642,5,36,247,302,1242,5444,551,7827,590,7.500,7237,92.500,2860.3,215.6,2644.7,1.8,13.2,90.3,110.4,453.9,1989.5,201.4,0.600,-5.400,1.100,-0.700,-6.600,-0.200,-1.300,-15.400,-12.600,0.100,-7.400,3.800,-17.100
Howard County,2008,274874,4,36,259,406,1376,6346,534,8961,705,7.900,8256,92.100,3260.0,256.5,3003.6,1.5,13.1,94.2,147.7,500.6,2308.7,194.3,14.500,19.500,14.100,14.00,19.00,13.600,-20.400,-0.400,4.400,33.800,10.300,16.00,-3.500
Howard County,2009,279350,2,44,262,443,1209,5418,393,7771,751,9.700,7020,90.300,2781.8,268.8,2513.0,0.7,15.8,93.8,158.6,432.8,1939.5,140.7,-13.300,6.500,-15.00,-14.700,4.800,-16.300,-50.800,20.300,-0.500,7.400,-13.500,-16.00,-27.600
Howard County,2010,286963,5,26,222,313,1393,5023,389,7371,566,7.700,6805,92.300,2568.6,197.2,2371.4,1.7,9.1,77.4,109.1,485.4,1750.4,135.6,-5.100,-24.600,-3.100,-7.700,-26.600,-5.600,143.400,-42.500,-17.500,-31.200,12.200,-9.800,-3.600
Howard County,2011,289807,6,33,215,354,1110,5094,374,7186,608,8.500,6578,91.500,2479.6,209.8,2269.8,2.1,11.4,74.2,122.2,383.0,1757.7,129.1,-2.500,7.400,-3.300,-3.500,6.400,-4.300,18.800,25.700,-4.100,12.00,-21.100,0.400,-4.800
Howard County,2012,295972,5,33,178,364,1185,4921,313,6999,580,8.300,6419,91.700,2364.8,196.0,2168.8,1.7,11.1,60.1,123.0,400.4,1662.7,105.8,-2.600,-4.600,-2.400,-4.600,-6.600,-4.400,-18.400,-2.100,-18.900,0.700,4.500,-5.400,-18.100
Howard County,2013,303727,5,40,204,376,1032,4840,254,6751,625,9.300,6126,90.700,2222.7,205.8,2016.9,1.6,13.2,67.2,123.8,339.8,1593.5,83.6,-3.500,7.800,-4.600,-6.00,5.00,-7.00,-2.600,18.100,11.700,0.700,-15.100,-4.200,-20.900
Howard County,2014,309341,5,40,201,368,869,4629,231,6343,614,9.700,5729,90.300,2050.5,198.5,1852.0,1.6,12.9,65.0,119.0,280.9,1496.4,74.7,-6.00,-1.800,-6.500,-7.700,-3.500,-8.200,-1.800,-1.800,-3.300,-3.900,-17.300,-6.100,-10.700
Howard County,2015,313717,2,69,226,426,787,4321,208,6039,723,12.00,5316,88.00,1925.0,230.5,1694.5,0.6,22.0,72.0,135.8,250.9,1377.4,66.3,-4.800,17.800,-7.200,-6.100,16.100,-8.500,-60.600,70.100,10.900,14.100,-10.700,-8.00,-11.200
Howard County,2016,316777,6,66,202,447,840,4391,306,6258,721,11.500,5537,88.500,1975.5,227.6,1747.9,1.9,20.8,63.8,141.1,265.2,1386.1,96.6,3.600,-0.300,4.200,2.600,-1.200,3.200,197.100,-5.300,-11.500,3.900,5.700,0.600,45.700
Howard County,2017,322066,5,70,202,498,810,4342,357,6284,775,12.300,5509,87.700,1951.2,240.6,1710.5,1.6,21.7,62.7,154.6,251.5,1348.2,110.8,0.400,7.500,-0.500,-1.200,5.700,-2.100,-18.00,4.300,-1.600,9.600,-5.200,-2.700,14.800
Howard County,2018,323435,1,73,130,441,442,3855,255,5197,645,12.400,4552,87.600,1606.8,199.4,1407.4,0.3,22.6,40.2,136.3,136.7,1191.9,78.8,-17.300,-16.800,-17.400,-17.600,-17.100,-17.700,-80.100,3.800,-35.900,-11.800,-45.700,-11.600,-28.900
Howard County,2019,326167,8,57,167,285,428,3624,264,4833,517,10.700,4316,89.300,1481.8,158.5,1323.2,2.5,17.5,51.2,87.4,131.2,1111.1,80.9,-7.00,-19.800,-5.200,-7.800,-20.500,-6.00,693.300,-22.600,27.400,-35.900,-4.00,-6.800,2.700
Howard County,2020,329010,7,48,137,205,346,3000,250,3993,397,9.900,3596,90.100,1213.6,120.7,1093.0,2.1,14.6,41.6,62.3,105.2,911.8,76.0,-17.400,-23.200,-16.700,-18.100,-23.900,-17.400,-13.300,-16.500,-18.700,-28.700,-19.900,-17.900,-6.100
Kent County,1975,16640,0,1,6,42,226,314,21,610,49,8.00,561,92.00,3665.9,294.5,3371.4,0.0,6.0,36.1,252.4,1358.2,1887.0,126.2,,,,,,,,,,,,,
Kent County,1976,16785,0,9,4,90,142,254,21,520,103,19.800,417,80.200,3098.0,613.6,2484.4,0.0,53.6,23.8,536.2,846.0,1513.3,125.1,-14.800,110.200,-25.700,-15.500,108.400,-26.300,0.0,792.200,-33.900,112.400,-37.700,-19.800,-0.900
Kent County,1977,16200,0,1,4,17,120,221,26,389,22,5.700,367,94.300,2401.2,135.8,2265.4,0.0,6.2,24.7,104.9,740.7,1364.2,160.5,-25.200,-78.600,-12.00,-22.500,-77.900,-8.800,0.0,-88.500,3.600,-80.400,-12.400,-9.900,28.300
